0.167655,-0.302609,-0.202574
0.172712,-0.302589,-0.202185
0.172774,-0.297426,-0.20262
0.167002,-0.307283,-0.201446
0.162451,-0.307071,-0.201305
0.163124,-0.303414,-0.201149
0.171293,-0.305985,-0.200906
0.17647,-0.300795,-0.201232
0.167947,-0.297709,-0.201369
0.177505,-0.2974,-0.201864
0.181393,-0.295882,-0.201004
0.173105,-0.293264,-0.201026
0.177213,-0.292434,-0.201456
0.182333,-0.293005,-0.201399
0.186966,-0.29195,-0.200892
0.182164,-0.287632,-0.201124
0.187667,-0.287814,-0.201232
0.161188,-0.308592,-0.199343
0.167884,-0.309044,-0.199222
0.173174,-0.307669,-0.197275
0.161488,-0.302307,-0.198435
0.174391,-0.304928,-0.199807
0.177937,-0.303012,-0.198438
0.16347,-0.297456,-0.197019
0.182359,-0.298444,-0.199153
0.166324,-0.296444,-0.199335
0.187392,-0.297061,-0.197801
0.16974,-0.294065,-0.200086
0.188686,-0.293286,-0.199709
0.167692,-0.293054,-0.197234
0.172083,-0.291427,-0.199248
0.176569,-0.288161,-0.199311
0.178281,-0.28863,-0.200405
0.193226,-0.288078,-0.198975
0.191481,-0.287077,-0.200261
0.183199,-0.28423,-0.200548
0.187754,-0.282574,-0.20073
0.191481,-0.282677,-0.200416
0.193549,-0.282058,-0.199421
0.187633,-0.277139,-0.199035
0.192883,-0.277175,-0.198712
0.162321,-0.310627,-0.196384
0.165858,-0.310621,-0.196709
0.158822,-0.307927,-0.196677
0.176748,-0.306115,-0.196341
0.18206,-0.301918,-0.196618
0.19257,-0.292603,-0.197398
0.172573,-0.288549,-0.196865
0.19675,-0.282308,-0.196685
0.17776,-0.282426,-0.195993
0.181704,-0.281137,-0.198213
0.18527,-0.280089,-0.1996
0.187861,-0.272191,-0.196824
0.192117,-0.27324,-0.196512
0.159173,-0.304106,-0.195919
0.191951,-0.296444,-0.195744
0.196712,-0.287168,-0.196132
0.182705,-0.27704,-0.196292
0.195968,-0.277339,-0.196053
0.185769,-0.301145,-0.195454
0.164945,-0.294065,-0.195156
0.195861,-0.290481,-0.195156
0.169707,-0.289377,-0.195191
0.179058,-0.279636,-0.195156
0.183546,-0.272864,-0.195303
0.158977,-0.307645,-0.19314
0.161975,-0.310681,-0.193603
0.166634,-0.310612,-0.193603
0.16748,-0.308721,-0.191437
0.172852,-0.308438,-0.191914
0.177635,-0.306748,-0.192191
0.159424,-0.303383,-0.193186
0.181646,-0.30535,-0.191532
0.182785,-0.304232,-0.193518
0.187459,-0.302845,-0.19262
0.161247,-0.302523,-0.191003
0.192726,-0.301615,-0.191708
0.161299,-0.297904,-0.191739
0.193915,-0.297712,-0.193397
0.163541,-0.293434,-0.191606
0.194587,-0.294065,-0.194346
0.196708,-0.292616,-0.192218
0.165412,-0.29139,-0.191821
0.168109,-0.28844,-0.191878
0.17207,-0.286462,-0.194265
0.198347,-0.28777,-0.19303
0.199161,-0.282418,-0.193297
0.174268,-0.281689,-0.191797
0.175937,-0.281234,-0.193291
0.178319,-0.277062,-0.192277
0.19823,-0.276684,-0.191867
0.18072,-0.276207,-0.194129
0.18181,-0.271701,-0.192525
0.196318,-0.273734,-0.19162
0.193423,-0.271346,-0.192032
0.187211,-0.270388,-0.193813
0.162067,-0.308175,-0.191327
0.195759,-0.297171,-0.19134
0.183328,-0.269532,-0.190771
0.187522,-0.269285,-0.191034
0.200283,-0.282418,-0.190497
0.17976,-0.273101,-0.190497
0.191481,-0.269592,-0.190497
0.152567,-0.255908,-0.190491
0.157317,-0.256573,-0.190921
0.161975,-0.257054,-0.190335
0.152597,-0.252277,-0.19074
0.157317,-0.252136,-0.19156
0.161883,-0.252136,-0.190939
0.153884,-0.248513,-0.190545
0.156968,-0.247097,-0.19088
0.161115,-0.247167,-0.190666
0.157141,-0.244,-0.190642
0.168575,-0.306297,-0.189533
0.172846,-0.306397,-0.189039
0.177311,-0.305905,-0.188474
0.165599,-0.303901,-0.190183
0.168046,-0.302336,-0.188743
0.182358,-0.305421,-0.187585
0.187288,-0.305423,-0.187081
0.187828,-0.304863,-0.189143
0.193698,-0.303743,-0.187936
0.161754,-0.300499,-0.18975
0.196173,-0.301442,-0.187242
0.162593,-0.297403,-0.188484
0.197377,-0.297482,-0.187188
0.198326,-0.292998,-0.187714
0.163869,-0.292454,-0.187749
0.16547,-0.292728,-0.186378
0.166278,-0.287868,-0.187292
0.199246,-0.289407,-0.189127
0.200673,-0.286977,-0.187169
0.168786,-0.283455,-0.186793
0.201414,-0.282505,-0.187736
0.17175,-0.281457,-0.188462
0.173104,-0.27742,-0.186911
0.176388,-0.27543,-0.188479
0.199258,-0.275413,-0.188966
0.177591,-0.272451,-0.187902
0.19767,-0.272381,-0.18754
0.194587,-0.270548,-0.189436
0.18172,-0.268919,-0.187613
0.192689,-0.268948,-0.187449
0.188154,-0.268478,-0.187613
0.157058,-0.262489,-0.188382
0.152471,-0.262241,-0.188326
0.162651,-0.262703,-0.187902
0.151623,-0.258866,-0.189572
0.157317,-0.259901,-0.189801
0.161975,-0.259901,-0.18948
0.147935,-0.257512,-0.188899
0.167796,-0.257404,-0.187533
0.147511,-0.251762,-0.188226
0.167199,-0.251948,-0.187486
0.151105,-0.250583,-0.189861
0.151764,-0.246497,-0.188624
0.163121,-0.247167,-0.189306
0.166006,-0.248127,-0.186874
0.152816,-0.24332,-0.187145
0.162009,-0.243243,-0.18749
0.157371,-0.241439,-0.187752
0.172646,-0.303403,-0.186835
0.191481,-0.305159,-0.186615
0.167484,-0.29768,-0.186701
0.201171,-0.276983,-0.186757
0.177743,-0.268771,-0.186213
0.136486,-0.262659,-0.187475
0.142896,-0.262785,-0.187558
0.14862,-0.263007,-0.187574
0.167189,-0.262951,-0.186988
0.137271,-0.257421,-0.186789
0.142435,-0.256726,-0.187752
0.142827,-0.252408,-0.186203
0.148255,-0.247732,-0.186722
0.177283,-0.304426,-0.186192
0.180611,-0.304879,-0.185993
0.174014,-0.271989,-0.185749
0.200269,-0.273877,-0.185838
0.195718,-0.269511,-0.185838
0.13224,-0.267762,-0.186023
0.137128,-0.267985,-0.18593
0.142204,-0.267322,-0.185797
0.147611,-0.266588,-0.185747
0.152585,-0.266082,-0.185846
0.168176,-0.266168,-0.185677
0.172259,-0.267416,-0.185558
0.132015,-0.263004,-0.186207
0.155764,-0.265882,-0.185838
0.171403,-0.263291,-0.185674
0.1336,-0.259158,-0.185872
0.170096,-0.259901,-0.185838
0.138681,-0.254621,-0.185838
0.182296,-0.303835,-0.182268
0.188065,-0.305419,-0.183664
0.191481,-0.305191,-0.183509
0.177437,-0.302344,-0.182781
0.193743,-0.303761,-0.182389
0.196227,-0.301579,-0.182879
0.173911,-0.300984,-0.183664
0.172286,-0.298267,-0.182215
0.197797,-0.298138,-0.182746
0.169392,-0.296493,-0.183961
0.167294,-0.292485,-0.183076
0.199105,-0.292956,-0.182732
0.166361,-0.287659,-0.182659
0.167231,-0.282074,-0.182766
0.202946,-0.282418,-0.182422
0.167421,-0.277316,-0.182466
0.203488,-0.27707,-0.182238
0.170725,-0.275948,-0.184424
0.171064,-0.272635,-0.184497
0.201988,-0.272797,-0.182409
0.127416,-0.273048,-0.184012
0.133516,-0.273001,-0.183849
0.122891,-0.272549,-0.182421
0.128587,-0.270771,-0.185313
0.13247,-0.270771,-0.185225
0.136792,-0.272771,-0.183144
0.167717,-0.272117,-0.183207
0.199246,-0.271313,-0.184285
0.126428,-0.267503,-0.184369
0.128743,-0.267976,-0.185483
0.143907,-0.269201,-0.184396
0.167078,-0.268292,-0.184546
0.197087,-0.268441,-0.182708
0.147999,-0.268556,-0.184262
0.153693,-0.268183,-0.184076
0.157167,-0.268345,-0.183617
0.162646,-0.268371,-0.183738
0.177643,-0.266555,-0.183182
0.181926,-0.267732,-0.182287
0.187685,-0.267393,-0.182428
0.193175,-0.267449,-0.182854
0.162752,-0.266113,-0.185359
0.174399,-0.265639,-0.184638
0.127652,-0.26265,-0.183068
0.129364,-0.26456,-0.185419
0.173633,-0.262842,-0.183343
0.132303,-0.25818,-0.183258
0.172172,-0.257746,-0.183061
0.135736,-0.255381,-0.183342
0.137728,-0.253694,-0.182618
0.171106,-0.252052,-0.182263
0.141589,-0.251302,-0.183891
0.144018,-0.248887,-0.182237
0.168213,-0.24752,-0.182905
0.146739,-0.246818,-0.182947
0.149722,-0.244137,-0.182732
0.165752,-0.243792,-0.182533
0.152019,-0.242165,-0.18246
0.162217,-0.2413,-0.183431
0.157316,-0.239735,-0.182405
0.157317,-0.240026,-0.183509
0.186617,-0.304784,-0.181847
0.201262,-0.287356,-0.182732
0.142299,-0.272586,-0.182106
0.14804,-0.271825,-0.181723
0.162072,-0.272661,-0.181569
0.123229,-0.267985,-0.181899
0.17585,-0.264397,-0.181697
0.124705,-0.275029,-0.18118
0.127811,-0.275253,-0.18118
0.157336,-0.272154,-0.181239
0.152658,-0.271703,-0.181353
0.200799,-0.269549,-0.1808
0.124689,-0.264539,-0.181203
0.129081,-0.259901,-0.181657
0.160423,-0.239995,-0.18118
0.187599,-0.303381,-0.17885
0.193394,-0.301575,-0.178294
0.178281,-0.300597,-0.17885
0.195915,-0.300277,-0.179627
0.173253,-0.296744,-0.178286
0.196923,-0.297494,-0.178111
0.19923,-0.292513,-0.178268
0.169262,-0.291717,-0.178206
0.167457,-0.287873,-0.178336
0.165644,-0.28312,-0.178122
0.201662,-0.287046,-0.177763
0.203909,-0.282334,-0.178452
0.163813,-0.280698,-0.177663
0.161911,-0.278037,-0.178526
0.163011,-0.275948,-0.180472
0.204812,-0.276207,-0.179627
0.123942,-0.275381,-0.177922
0.127552,-0.27554,-0.178143
0.130917,-0.27543,-0.180017
0.157828,-0.27672,-0.177737
0.121171,-0.272817,-0.17797
0.131863,-0.275407,-0.178467
0.137387,-0.274403,-0.176839
0.14303,-0.274474,-0.178101
0.147988,-0.274114,-0.178987
0.156281,-0.274157,-0.179683
0.152666,-0.274042,-0.179205
0.203696,-0.271596,-0.179239
0.122174,-0.266854,-0.177669
0.202349,-0.268068,-0.177424
0.198303,-0.266268,-0.178538
0.179093,-0.266073,-0.17885
0.181883,-0.266958,-0.177794
0.188375,-0.266733,-0.177796
0.193115,-0.265995,-0.178645
0.124043,-0.263759,-0.177793
0.17755,-0.262893,-0.177565
0.126301,-0.261416,-0.177988
0.128468,-0.259369,-0.177922
0.17606,-0.25858,-0.17747
0.132544,-0.256336,-0.177732
0.174188,-0.256415,-0.179627
0.136818,-0.253513,-0.178436
0.173778,-0.252546,-0.178058
0.171328,-0.247974,-0.17734
0.146299,-0.246442,-0.178591
0.169303,-0.245927,-0.178462
0.166756,-0.242951,-0.1777
0.149304,-0.243994,-0.178074
0.152578,-0.241311,-0.177675
0.156651,-0.239578,-0.178321
0.163428,-0.240693,-0.178074
0.18197,-0.300892,-0.177059
0.176993,-0.298906,-0.177186
0.17151,-0.293677,-0.17655
0.205737,-0.276983,-0.177452
0.152975,-0.27563,-0.177082
0.205515,-0.272487,-0.176972
0.140685,-0.250583,-0.177297
0.144935,-0.247477,-0.17772
0.160849,-0.239718,-0.177283
0.194587,-0.299428,-0.176521
0.205456,-0.280084,-0.176515
0.133246,-0.274331,-0.175794
0.149552,-0.275195,-0.176521
0.119669,-0.273088,-0.175623
0.197382,-0.264691,-0.176048
-0.0770217,0.167434,-0.176194
-0.0724449,0.16698,-0.176388
-0.0726035,0.171124,-0.176161
0.189001,-0.300319,-0.174938
0.182445,-0.297424,-0.172555
0.193266,-0.297681,-0.173251
0.177904,-0.296508,-0.173512
0.195981,-0.296209,-0.174191
0.174433,-0.295592,-0.174968
0.172987,-0.292682,-0.173853
0.198105,-0.292301,-0.172302
0.169263,-0.28733,-0.173493
0.201318,-0.288275,-0.171981
0.166675,-0.282145,-0.17203
0.203849,-0.284398,-0.172897
0.163373,-0.280548,-0.173932
0.205776,-0.281172,-0.17297
0.161464,-0.279163,-0.171999
0.157812,-0.27804,-0.172328
0.207491,-0.276761,-0.172306
0.119113,-0.274,-0.173114
0.149239,-0.275358,-0.174966
0.152278,-0.275985,-0.172568
0.121767,-0.273006,-0.172153
0.126009,-0.274481,-0.175149
0.127122,-0.272591,-0.173489
0.132541,-0.272655,-0.174156
0.137554,-0.272263,-0.173467
0.142867,-0.272721,-0.172677
0.147429,-0.273784,-0.17166
0.207659,-0.272379,-0.172286
0.123715,-0.268344,-0.171849
0.20619,-0.267685,-0.172261
0.183121,-0.266201,-0.174327
0.187645,-0.26616,-0.173248
0.203433,-0.266205,-0.174347
0.192755,-0.264053,-0.172418
0.124681,-0.263732,-0.174275
0.178935,-0.261971,-0.17472
0.197635,-0.263105,-0.172549
0.127281,-0.262576,-0.172003
0.128735,-0.259492,-0.173756
0.132203,-0.256981,-0.172318
0.178441,-0.257099,-0.173644
0.136956,-0.25298,-0.17256
0.140233,-0.250491,-0.173731
0.174529,-0.2504,-0.174968
0.142849,-0.248434,-0.172306
0.146712,-0.245787,-0.172529
0.167123,-0.241838,-0.1729
0.149032,-0.244326,-0.171474
0.15268,-0.241789,-0.172479
0.157513,-0.239596,-0.173221
0.161229,-0.239654,-0.173
0.163528,-0.24029,-0.174191
-0.0802829,0.167157,-0.17535
-0.0832083,0.167254,-0.174154
-0.0773209,0.163521,-0.173191
-0.0726476,0.163831,-0.172712
-0.0664228,0.166798,-0.173116
-0.0686359,0.167157,-0.175832
-0.0767888,0.170651,-0.175987
-0.0782445,0.173369,-0.174238
-0.0694123,0.170263,-0.176053
-0.0677385,0.171959,-0.172753
-0.0716565,0.174207,-0.174403
0.187754,-0.298324,-0.172632
0.172801,-0.288579,-0.171049
0.182239,-0.263408,-0.172282
0.202348,-0.263426,-0.171996
0.177642,-0.252143,-0.172129
0.173442,-0.246866,-0.172218
-0.082932,0.162587,-0.172573
-0.087795,0.162327,-0.172006
-0.0875203,0.167037,-0.172067
-0.0687189,0.164367,-0.17164
-0.0828872,0.172367,-0.172202
-0.0772549,0.178068,-0.17317
-0.0722852,0.177983,-0.172543
-0.0823865,0.217486,-0.173342
-0.0880978,0.217185,-0.172487
-0.0768593,0.217612,-0.17199
-0.0821527,0.22334,-0.17227
-0.0772693,0.222306,-0.171679
0.176936,-0.292405,-0.170771
0.119121,-0.275078,-0.172069
0.127045,-0.267603,-0.171507
0.132121,-0.267558,-0.171033
0.181072,-0.258348,-0.171151
0.176124,-0.248693,-0.171035
0.171485,-0.244416,-0.171344
0.155764,-0.240127,-0.171085
-0.082588,0.178571,-0.171376
-0.0818442,0.181283,-0.170714
-0.077177,0.181252,-0.171194
-0.0737911,0.180764,-0.170595
-0.0825647,0.213656,-0.17113
-0.0877535,0.212966,-0.171081
-0.0920406,0.217822,-0.171358
-0.0880692,0.223111,-0.17136
0.180611,-0.294554,-0.170309
0.194587,-0.294538,-0.170309
0.170694,-0.284748,-0.170309
0.151105,-0.274956,-0.170309
0.136293,-0.268442,-0.170628
0.187858,-0.264634,-0.170355
0.205508,-0.264496,-0.170371
0.13753,-0.253035,-0.167614
-0.0924538,0.159386,-0.170302
-0.0930525,0.162557,-0.170725
-0.0888241,0.159863,-0.170309
-0.0914357,0.165604,-0.170525
-0.0649408,0.167157,-0.170309
-0.0855658,0.172592,-0.170309
-0.0689454,0.177151,-0.170557
-0.0925132,0.212982,-0.170353
-0.0779535,0.214588,-0.170309
-0.0955804,0.217369,-0.170129
-0.0748121,0.218404,-0.170309
-0.091865,0.222508,-0.170291
-0.0841653,0.225119,-0.170309
0.183717,-0.295618,-0.169989
0.186822,-0.295453,-0.168997
0.191481,-0.295618,-0.169794
0.182317,-0.292813,-0.167637
0.178281,-0.291736,-0.169253
0.193345,-0.292733,-0.166762
0.196872,-0.291254,-0.167347
0.173816,-0.287077,-0.169084
0.202445,-0.286796,-0.167462
0.171899,-0.282345,-0.167097
0.204393,-0.284748,-0.167203
0.169017,-0.280853,-0.168387
0.20616,-0.282062,-0.166685
0.161665,-0.278112,-0.168398
0.167431,-0.27871,-0.166511
0.208479,-0.277205,-0.167425
0.157295,-0.276542,-0.167368
0.152347,-0.273755,-0.166922
0.153434,-0.275262,-0.168252
0.209377,-0.272635,-0.168135
0.147837,-0.271519,-0.168366
0.144893,-0.270771,-0.169518
0.140234,-0.269218,-0.1701
0.208765,-0.267666,-0.168437
0.124938,-0.268082,-0.169973
0.125062,-0.267996,-0.169819
0.137437,-0.266487,-0.16914
0.142777,-0.266761,-0.167211
0.134023,-0.266113,-0.169967
0.129364,-0.263783,-0.169637
0.132655,-0.262557,-0.16887
0.187798,-0.262188,-0.168039
0.207089,-0.26305,-0.167339
0.192841,-0.262128,-0.166864
0.183717,-0.261454,-0.169685
0.197459,-0.261337,-0.167541
0.202494,-0.261068,-0.16845
0.13349,-0.25815,-0.168479
0.183651,-0.257722,-0.168648
0.182494,-0.251975,-0.167616
0.179403,-0.250583,-0.169071
0.140266,-0.250592,-0.167003
0.142954,-0.248144,-0.16678
0.177596,-0.247044,-0.167338
0.146029,-0.245919,-0.167767
0.148392,-0.243241,-0.166372
0.17257,-0.243608,-0.167679
0.152105,-0.241704,-0.168204
0.168505,-0.241185,-0.167584
0.15686,-0.23817,-0.167
0.161675,-0.23895,-0.167116
0.165197,-0.239718,-0.166959
-0.0974183,0.157398,-0.168478
-0.0930515,0.156915,-0.167596
-0.0880476,0.158927,-0.168154
-0.0973646,0.162283,-0.167961
-0.0810594,0.160643,-0.168034
-0.0776992,0.161236,-0.166891
-0.0726893,0.162635,-0.167311
-0.0942594,0.164444,-0.169159
-0.0680586,0.163914,-0.167314
-0.0931596,0.167649,-0.167367
-0.0662228,0.166998,-0.16706
-0.0882009,0.172098,-0.169022
-0.0663864,0.172321,-0.167219
-0.0884358,0.178028,-0.169032
-0.0686204,0.178357,-0.167204
-0.0879505,0.183113,-0.167172
-0.0828984,0.183459,-0.167733
-0.0721856,0.181296,-0.16732
-0.0770257,0.182832,-0.166932
-0.0927064,0.210789,-0.169041
-0.0882343,0.210744,-0.168637
-0.0975346,0.212229,-0.168721
-0.0825729,0.21129,-0.167035
-0.0771077,0.213294,-0.166856
-0.0979901,0.218549,-0.168924
-0.0755089,0.217373,-0.166852
-0.074916,0.217886,-0.168238
-0.0969327,0.221948,-0.167183
-0.0933526,0.223233,-0.167751
-0.0772899,0.222927,-0.16731
-0.0878374,0.224504,-0.167324
-0.0824331,0.224571,-0.167192
0.187518,-0.293386,-0.16644
